"","RID","gender","age","religious_identity","caste","educ_level","employment_status","annual_household_income","marital_status","party_support","should_women_run","registered_to_vote","pol_engagement","vote_2019_national","vote_2020_delhi","country_direction","modi_approval","lib_cons_scale","most_imp_issue","support_wrb","village_res","state_res","national_res","no_res","village_res_treat","state_res_treat","national_res_treat","sc_st_res_treat","village_res_control","state_res_control","national_res_control","sc_st_res_control","news_verification","woman_false_1","woman_false_2","woman_false_3","male_false_1","male_false_2","male_false_3","male_false_4","male_true_1","male_true_2","female_true_1","female_true_2","female_true_3","Treatment","Control","response_id","caste_bin","edu","employed","household_inc","marriage","vote_2019","vote_2020","political_engagement","ideology_scale","religion","wrb"
"913","R_QoKfuuRg8wagMmZ","1",52,"Hindu","Forward castes","Graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","No","Wrong track","Approve","Liberal","Economic downturn","Yes","","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,3,2,2,1,1,1,2,3,2,3,1,1,NA,"5f7eb43a-07d8-96f1-1c23-763b85769609","0","1","1",6,"1",1,0,0.5,6,"Hindu",1
"914","R_1ilXwbnlLSNyM7j","1",30,"Christian","Scheduled tribe","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Not at all engaged","No","Yes","Wrong track","Approve","Extremely liberal","Economic downturn","Yes","Village","","","","","","","","Yes","Yes","Yes","Maybe","Yes",2,2,2,4,4,4,2,4,2,2,4,4,NA,1,"5f7eb236-4f4a-7b27-2781-ea0a7d242b6c","1","1","1",7,"1",0,1,0.5,7,"Other",1
"915","R_eJa60oVDb9FsxS9","1",30,"Hindu","Scheduled castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,3,4,3,4,3,3,3,4,4,4,3,NA,1,"5f7eb9c5-c6c8-7513-ce00-58a62df42766","1","1","1",3,"1",1,1,1,1,"Hindu",1
"916","R_SJl9OLe2IaxwamB","1",38,"Muslim","Other backward classes (OBCs)","Post-graduate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Military tensions","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7ec421-cd2a-8461-001c-734489a39176","1","1","1",8,"1",1,1,1,7,"Muslim",1
"917","R_UFo4qu2R92iMYdX","1",38,"Muslim","Other backward classes (OBCs)","Post-graduate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Military tensions","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7ec4d5-de0c-530d-ff7a-759714c72e9a","1","1","1",8,"1",1,1,1,7,"Muslim",1
"918","R_1GJ3MCBoM9dH0fs","1",27,"Christian","Scheduled tribe","Graduate","Employed","₹10,00,001 - ₹20,00,000","Separated","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Moderate; middle of the road","Economic downturn","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",3,2,2,2,3,2,3,3,3,3,3,3,NA,1,"5f7ec866-5c0c-c32c-e209-4533071090ec","1","1","1",4,"0",1,1,1,4,"Other",1
"919","R_6in0j4Dnzn551Vn","1",42,"Hindu","Other backward classes (OBCs)","Graduate","Retired","₹0 - ₹2,50,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,3,4,4,3,4,4,3,3,4,4,1,NA,"5f7ecd9a-c6ef-0279-d20f-26c0bb78e7b7","1","1","1",1,"1",1,1,1,5,"Hindu",1
"920","R_2AQmFg3ghvqUhJn","1",31,"Hindu",NA,"Post-graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Never married","None of the above",1,"Yes","Not at all engaged","No","No","Wrong track","Disapprove","Haven't thought much about this","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,1,1,1,1,1,3,1,4,4,2,4,NA,1,"5f7ed337-2d04-344b-be3c-c34e53afbbf5",NA,"1","1",3,"0",0,0,0,NA,"Hindu",1
"921","R_233t4mTxRJWEPKO","1",30,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,2,2,2,4,1,2,4,4,4,3,3,NA,1,"5f7ecf00-1334-678f-7415-f733b9e2dc28","0","1","1",3,"0",1,1,1,4,"Hindu",1
"922","R_2bK8XTN6dEgOOfc","1",38,"Muslim","Scheduled castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",3,2,3,3,2,2,3,2,3,2,3,2,1,NA,"5f7ed5b0-5161-b65d-bf72-d58c0c1c5ec5","1","1","1",3,"1",1,1,1,7,"Muslim",1
"923","R_1OTrQkFneU5mIjj","1",25,"Hindu","Forward castes","Post-graduate","Employed","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,2,1,1,1,1,1,1,2,3,2,3,1,NA,"5f7edb2c-043a-a3b3-1f5b-99036c017789","0","1","1",2,"0",1,1,1,6,"Hindu",1
"924","R_XLYitRLSZ4H13VL","1",42,"Muslim","Scheduled castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bahujan Samaj Party (BSP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,3,3,3,3,3,3,3,4,NA,1,"5f7f17fa-7c20-6b01-bd9b-b741230331c6","1","1","1",4,"1",1,1,1,7,"Muslim",1
"925","R_3RawF3bw34etiCw","1",29,"Hindu","Forward castes","Post-graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","No","Yes","Wrong track","Disapprove","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Maybe","","","","","Yes",3,3,3,3,3,2,3,2,2,3,3,3,1,NA,"5f7f3046-c570-8a4e-5bd7-c0a1dfa9581e","0","1","1",6,"1",0,1,0.5,7,"Hindu",1
"926","R_1LCEre4itxHwjOV","1",28,"Hindu","Forward castes","Post-graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Gender discrimination","Yes","","State","","","","","","","No","Yes","Yes","No","Yes",2,2,2,2,2,2,2,1,2,2,2,1,NA,1,"5f7f3295-ae51-d2f8-99c2-8b911d53a6e5","0","1","1",6,"1",1,1,1,7,"Hindu",1
"927","R_AvXsK5EHTPXCc3D","1",35,"Hindu","Forward castes","Graduate","Homemaker","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,1,1,1,1,1,1,4,1,1,1,1,NA,"5f7f32a3-5353-a49e-accc-90d3bcf03225","0","1","1",4,"1",1,1,1,5,"Hindu",1
"928","R_302d7zzSZiLUrrO","0",25,"Hindu","Other backward classes (OBCs)","Post-graduate","Student","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,3,3,2,2,2,3,2,2,NA,1,"5f7f3299-8aa4-a0ba-a34a-973a2616d580","1","1","0",2,"0",1,1,1,7,"Hindu",1
"929","R_2OHes7Jpyqq65uX","1",35,"Hindu","Scheduled castes","Post-graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Military tensions","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7f3341-6b6b-9bc3-3654-408bcbcbdaf6","1","1","1",7,"1",1,1,1,1,"Hindu",1
"930","R_31RVmfcGEhMyeN7","1",23,"Hindu","Scheduled castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,4,3,3,4,3,3,4,3,4,NA,1,"5f7f337a-3a3d-47fe-3537-8238c546d1dc","1","1","1",3,"0",1,1,1,7,"Hindu",1
"931","R_1Cw6q7p5zfrKJXS","0",35,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","","","","","No","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,3,NA,1,"5f7f32fd-fc6b-6a1b-039f-3d8dbc8666f5","1","1","1",6,"1",1,1,1,7,"Hindu",1
"932","R_3DpQhkTERmPY6Xu","1",46,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7f3374-56fa-2866-9518-0775d803e127","0","1","1",7,"1",1,1,1,7,"Hindu",1
"933","R_3GlcJ9eGxLfV8Pk","0",34,"Muslim","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Conservative","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,1,4,1,1,1,1,1,2,4,2,1,NA,"5f7f3429-2d81-6e32-f574-04bd84748113","0","1","1",3,"1",1,1,1,2,"Muslim",1
"934","R_1jSNp8a2B2ARVh8","1",35,"Hindu","Forward castes","Graduate","Homemaker","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,1,1,1,1,1,1,1,1,1,1,NA,1,"5f7f34da-f4c7-6785-a573-e8e202f29a70","0","1","1",4,"1",1,1,1,5,"Hindu",1
"935","R_1jOm7u8NMcRfMwh","1",40,"Muslim","Scheduled castes","Post-graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7f34c9-cce8-4c77-2899-f5a74ad33dec","1","1","1",7,"1",1,1,1,7,"Muslim",1
"936","R_PGQE6J3qIws7DGx","1",25,"Hindu","Other backward classes (OBCs)","Post-graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Approve","Moderate; middle of the road","Gender discrimination","Maybe","","State","","","Yes","Yes","Yes","Maybe","","","","","Yes",2,3,2,2,2,1,2,3,2,3,3,3,1,NA,"5f7f3332-96bb-e4a8-759b-76e37cb7de49","1","1","1",3,"0",1,1,1,4,"Hindu",0
"937","R_33EgSL3JroAKOUW","1",30,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,4,3,2,3,3,3,4,4,4,4,3,1,NA,"5f7f3579-e673-6f52-ba38-38a8977a0999","0","1","1",3,"1",1,1,1,6,"Hindu",1
"938","R_3PvpnHL7I6NjRSU","0",18,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,3,3,3,3,3,3,4,4,3,4,1,NA,"5f7f342f-4464-d707-0ea4-88296df75844","0","1","1",3,"0",1,1,1,7,"Hindu",1
"939","R_1eCv0z7Uf5wt1Q0","1",39,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Extremely liberal","Economic downturn","No","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,2,3,3,3,2,3,3,4,3,3,1,NA,"5f7f3310-d0d0-dd4b-eebd-e1de47de5aeb","0","1","1",3,"1",1,1,1,7,"Hindu",0
"940","R_DiOPEnXfE88QymR","1",39,"Hindu","Forward castes","Doctorate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Extremely liberal","Caste discrimination","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,3,3,2,3,4,4,4,3,NA,1,"5f7f3315-57fa-b92b-079e-9da6e6724684","0","1","1",3,"1",1,1,1,7,"Hindu",1
"941","R_0rclG7Rsw0BKN7r","0",23,"Hindu","Forward castes","Post-graduate","Employed","₹20,00,001 - ₹30,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Approve","Moderate; middle of the road","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,3,4,4,4,4,4,4,4,4,1,NA,"5f7f356f-aea4-aa33-0f85-cafb45c1ada6","0","1","1",5,"0",1,1,1,4,"Hindu",1
"942","R_1LBetRv95aiWG6W","1",27,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,3,2,3,3,3,2,4,4,3,3,4,1,NA,"5f7f3552-61a5-3bb6-ed66-b7edaf9cd564","0","1","1",3,"1",1,1,1,7,"Hindu",1
"943","R_3dQaVQFlYd70jtW","1",36,"Hindu","Scheduled castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Extremely liberal","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,3,3,4,3,4,3,4,3,3,3,3,NA,1,"5f7f355d-bb27-b50b-20c1-a472031bcbae","1","1","1",3,"1",1,1,1,7,"Hindu",1
"944","R_3NWeGcesnZbNGi4","1",38,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,3,1,NA,"5f7f3431-4c69-7904-095d-b67855c2239f","0","1","1",3,"1",1,1,1,7,"Hindu",1
"945","R_3sahbpC20FHCZzT","0",32,"Hindu","Other backward classes (OBCs)","Graduate","Self-employed/freelance","₹0 - ₹2,50,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7f3565-702f-6880-6d86-f946bbf18b05","1","1","1",1,"1",1,1,1,7,"Hindu",1
"946","R_1C25GzDPMIS2zOC","1",27,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,3,3,4,3,3,3,3,3,3,3,3,1,NA,"5f7f356e-a3dc-60f4-dfd6-5c3f389baf79","0","1","1",2,"1",1,1,1,7,"Hindu",1
"947","R_2TWUNV1X15NaRWR","1",28,"Hindu","Scheduled tribe","Non-technical diploma not equal to a degree","Self-employed/freelance","₹0 - ₹2,50,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,2,2,4,1,2,2,3,2,2,2,3,1,NA,"5f7f359a-ba4b-de19-0f30-721702079190","1","1","1",1,"1",1,1,1,6,"Hindu",1
"948","R_xAx8jbnQKtMuGfT","0",22,"Hindu",NA,"Graduate","Interning","₹0 - ₹2,50,000","Separated","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","No","No","Right direction","Approve","Liberal","Caste discrimination","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,1,1,1,1,1,1,3,1,1,NA,1,NA,"5f7f3569-11e8-19fb-607c-bca8df745cb5",NA,"1","1",1,"0",0,0,0,6,"Hindu",1
"949","R_vOAJLDrwFSf5bNv","1",32,"Hindu","Forward castes","Post-graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic inequality","Yes","","","National","","Yes","Yes","Yes","No","","","","","Yes",4,4,4,2,4,4,4,4,4,2,4,4,1,NA,"5f7f359a-8b7b-7382-29a7-de042466ccc7","0","1","1",5,"1",1,1,1,7,"Hindu",1
"950","R_yD6sWYuLqj3shhv","0",22,"Hindu","Scheduled castes","Graduate","Employed","₹0 - ₹2,50,000","Never married","None of the above",1,"No","Not at all engaged","No","No","Wrong track","Disapprove","Slightly liberal","Economic downturn","Maybe","","State","","","Yes","No","No","Yes","","","","","Yes",2,3,2,2,3,2,2,2,2,2,2,3,1,NA,"5f7f355e-9523-333a-51ba-59663d529b9b","1","1","1",1,"0",0,0,0,5,"Hindu",0
"951","R_2SGFUZa9wlQxWzE","1",24,"Hindu","Scheduled castes","Graduate","Student","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,4,3,3,4,3,3,2,3,NA,1,"5f7f3643-de6f-7922-26e0-3a1c836661b5","1","1","0",1,"0",1,1,1,7,"Hindu",1
"952","R_2vd0hWc0wglNZkL","1",27,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹10,00,001 - ₹20,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic inequality","Maybe","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,2,2,2,3,2,2,2,1,2,3,4,1,NA,"5f7f33d8-0b03-2166-7e56-0ea2dad88f4d","0","1","1",4,"0",1,1,1,6,"Hindu",0
"953","R_2agDuCM1RFEwXJQ","0",34,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Approve","Slightly conservative","Economic inequality","Yes","Village","State","","","","","","","Yes","Yes","No","No","Yes",3,2,2,2,2,2,3,3,2,3,2,2,NA,1,"5f7f3582-7888-f714-770e-07a06f9254cc","0","1","1",3,"1",1,1,1,3,"Hindu",1
"954","R_3RlyimsUHdzfPp1","1",30,"Hindu","Forward castes","Doctorate","Self-employed/freelance","More than ₹50,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Gender discrimination","Yes","Village","State","National","","Yes","Yes","Yes","No","","","","","Yes",2,2,3,3,3,3,3,2,3,3,3,2,1,NA,"5f7f355d-9840-c293-459c-5aa2f5fbba2d","0","1","1",8,"0",1,1,1,4,"Hindu",1
"955","R_PCHNbO3myoJycgx","0",28,"Hindu","Other backward classes (OBCs)","Graduate","Employed","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Military tensions","Yes","","","National","","Yes","Yes","Yes","Maybe","","","","","Yes",1,2,3,2,1,1,3,2,1,2,1,3,1,NA,"5f7f33f1-6827-4a92-59d5-cad2c450817f","1","1","1",2,"1",1,1,1,4,"Hindu",1
"956","R_vMGn8yTlDPaQ2PL","1",32,"Buddhist","Scheduled castes","Graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7f34dd-fc40-0740-434b-19ed37e52b40","1","1","1",6,"1",1,1,1,6,"Other",1
"957","R_Z8Z217HeaOCFQWZ","0",48,"Sikh","Forward castes","Graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,2,2,2,1,2,2,2,3,2,2,2,1,NA,"5f7f356d-4e12-41f0-c66d-b2c1c5a0151e","0","1","1",6,"1",1,1,1,6,"Other",1
"958","R_2Cmtg3NR81oXiHq","0",34,"Hindu","Other backward classes (OBCs)","Graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Currently married","None of the above",1,"Yes","Not at all engaged","Yes","Yes","Wrong track","Approve","Extremely liberal","Economic inequality","Yes","Village","","National","","Yes","Yes","Yes","No","","","","","Yes",1,1,1,1,1,1,1,1,3,2,1,1,1,NA,"5f7f3587-8726-9322-489a-a0de535706f5","1","1","1",2,"1",1,1,1,7,"Hindu",1
"959","R_1QtESJSQFAEx2V8","1",30,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,1,1,1,1,1,3,4,3,2,3,NA,1,"5f7f35fd-819f-175c-ed0e-f4356a97e126","0","1","1",4,"1",1,1,1,4,"Hindu",1
"960","R_3CT2z7rjBhWpW0O","0",26,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Never married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,3,1,3,2,4,4,4,1,4,2,2,NA,1,"5f7f3570-8296-fda6-2f37-a302e3b58aa3","0","1","1",3,"0",1,1,1,4,"Hindu",1
"961","R_31oeno6cJKa3SJm","0",32,"Hindu","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,1,1,1,1,1,1,2,1,1,1,NA,1,"5f7f3559-7115-af2a-519a-0281ef939d7f","0","1","1",3,"1",1,1,1,6,"Hindu",1
"962","R_3h5vidsigaKGddW","0",25,"Hindu","Scheduled castes","Non-technical diploma not equal to a degree","Other","₹0 - ₹2,50,000","Never married","None of the above",1,"Yes","Somewhat engaged","Yes","No","Wrong track","Disapprove","Slightly conservative","Caste discrimination","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Maybe","Yes",2,2,3,3,3,2,3,3,3,3,2,2,NA,1,"5f7f3579-6c37-3bd1-a6dd-b26c234db7a9","1","1","1",1,"0",1,0,0.5,3,"Hindu",1
"963","R_3hoxeEYuG8F2rTC","0",30,"Hindu","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,2,2,1,1,1,3,1,1,1,1,NA,1,"5f7f35a3-b952-4484-ad0b-f314613a35f2","0","1","1",3,"1",1,1,1,7,"Hindu",1
"964","R_3Mnyz3lCdNEkwt4","1",45,"Other religions and persuasions","Forward castes","Post-graduate","Homemaker","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Maybe","","","","","Yes",1,2,2,2,2,2,2,1,3,2,3,2,1,NA,"5f7f355f-4699-7251-e247-45787b8913e7","0","1","1",5,"1",1,1,1,6,"Other",1
"965","R_2dAbKrEQ2qGUx2E","0",30,"Hindu","Forward castes","Graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,2,2,4,1,1,1,1,4,1,1,1,NA,1,"5f7f35cb-9f25-d158-62da-1a307578e5d9","0","1","1",7,"1",1,1,1,7,"Hindu",1
